Id,lon,lat,betweenness_raw,harmonic_raw,pagerank_raw,od_composite,trip_starts,trip_ends,edge_out_w,edge_in_w
188,121.4366913,31.185379029999996,0.4168790070688804,72.61666666666673,0.0010478440043632472,0.19809235912561599,2,1,2,1
211,121.42707820000001,31.193344112,41.86458060476754,78.16666666666669,0.002168838842400148,0.23424818359289046,5,4,6,5
177,121.43119810000003,31.194367842727274,95.35603539435641,93.5833333333332,0.004189780528465679,0.31177279335009406,9,7,15,13
213,121.42655006153846,31.199111940000005,43.37867384716148,75.16666666666669,0.0027257501635936,0.2350201863781363,6,6,7,7
68,121.41977812631582,31.19795548526316,158.58333571235946,85.99999999999991,0.0038575224084049743,0.29259644944160695,9,5,14,10
152,121.4421844,31.21559143,3.4290223665223665,53.56666666666672,0.001255654234988601,0.15086762401911724,0,1,1,2
35,121.4243317,31.191558835,5.2506044794998274,77,0.0009117333440288277,0.20813121081628358,3,1,3,1
9,121.44567487083334,31.18566513208333,333.8404979612014,93.16666666666657,0.004295049436493653,0.33551875042025414,11,11,13,13
170,121.4490509,31.219711299999993,244.271210826183,73.20000000000002,0.004111056336010436,0.2707756713682874,1,7,3,9
90,121.43806459999999,31.20185852,34.497046497565975,77.33333333333333,0.0018792318413087612,0.22683193144384506,4,2,6,4
89,121.43417358333333,31.20185851999999,40.53064183079869,79.41666666666661,0.0031551481945171736,0.2527026473042175,3,9,3,9
183,121.4298248,31.189498899999993,149.85275187756403,84.41666666666657,0.004410733416697416,0.2960861782110302,5,3,12,10
181,121.43257139999997,31.190872189999997,86.38725245922865,88.41666666666656,0.003818040836777797,0.29139005125088463,6,5,10,9
4,121.444931,31.18400574,8.402638417980018,76.41666666666667,0.0016268650396665549,0.21794583869481846,2,2,2,2
172,121.4504242,31.2197113,21.35557725829657,79.99999999999997,0.001732587138415144,0.23038546107705637,3,1,5,3
219,121.4504242,31.21559143,3.2359141744880286,59.86666666666676,0.0012527190691087697,0.16758104700131007,1,2,1,2
2,121.445274325,31.18263245,4.246493138735198,81.83333333333326,0.0009871514715728714,0.2220716519354388,3,0,4,1
