id,name,type,typecode,address,lng,lat,tel,rating,cost,group,pname,cityname,adname
BV10338493,上海动物园(虹桥路)(公交站),交通设施服务;公交车站;公交车站相关,150700,739路;807路;911路;91路;941路;虹桥枢纽1路,121.365526,31.190006,,[],[],交通设施,上海市,上海市,长宁区
BV10030281,水城路茅台路(公交站),交通设施服务;公交车站;公交车站相关,150700,1251路(71路支线2);519路;700路;72路;757路;827路;856路;861路;941路,121.390992,31.209412,,[],[],交通设施,上海市,上海市,长宁区
BV10025319,上南路浦东南路(公交站),交通设施服务;公交车站;公交车站相关,150700,1131路;177路;454路;456路;576路;83路;981路;沪塘专线;浦东98路;龙华医院上南航头线,121.494770,31.177348,,[],[],交通设施,上海市,上海市,浦东新区
BV10024935,中山南一路鲁班路(公交站),交通设施服务;公交车站;公交车站相关,150700,111路;327路;45路;780路;96路;大桥六线,121.479540,31.197847,,[],[],交通设施,上海市,上海市,黄浦区
BV10980556,秀波路顾戴路(公交站),交通设施服务;公交车站;公交车站相关,150700,莘庄工业区2路;闵行21路;闵行21路B线,121.362422,31.130642,,[],[],交通设施,上海市,上海市,闵行区
BV10025648,延安东路普安路(公交站),交通设施服务;公交车站;公交车站相关,150700,311路;42路;789路,121.475599,31.226727,,[],[],交通设施,上海市,上海市,黄浦区
BV10031680,济阳路凌兆路(公交站),交通设施服务;公交车站;公交车站相关,150700,1022路;583路;755路;761路;873路;955路;986路,121.490440,31.139873,,[],[],交通设施,上海市,上海市,浦东新区
BV09364277,云绵路晚亭路(公交站),交通设施服务;公交车站;公交车站相关,150700,1022路;163路,121.486480,31.125560,,[],[],交通设施,上海市,上海市,浦东新区
BV10025659,茅台路威宁路(公交站),交通设施服务;公交车站;公交车站相关,150700,1250路(71路支线1);72路;827路;836路;88路,121.386112,31.210651,,[],[],交通设施,上海市,上海市,长宁区
BV10029833,中山西路安顺路(公交站),交通设施服务;公交车站;公交车站相关,150700,141路;224路;328路;48路;72路;754路;808路;855路;857路,121.414904,31.197626,,[],[],交通设施,上海市,上海市,长宁区
BV10026125,七莘路华友路(公交站),交通设施服务;公交车站;公交车站相关,150700,189路;196路;803路;91路;春运14线(原虹桥枢纽4路);春运临2线(原虹桥枢纽4路);虹桥枢纽4路;闵行33路A线,121.360554,31.139529,,[],[],交通设施,上海市,上海市,闵行区
BV09313466,宛平南路瑞宁路(公交站),交通设施服务;公交车站;公交车站相关,150700,818路,121.455245,31.179328,,[],[],交通设施,上海市,上海市,徐汇区
BV10029808,大渡河路梅川路(公交站),交通设施服务;公交车站;公交车站相关,150700,551路;739路;754路;856路;861路;948路;长征1路,121.396532,31.240938,,[],[],交通设施,上海市,上海市,普陀区
